Date,Open,High,Low,Close,Adj Close,Volume
2011-05-03,172.000000,173.479996,171.229996,172.869995,137.472748,5007700
2011-05-04,172.360001,172.619995,169.589996,170.619995,135.683502,6890300
2011-05-05,170.470001,170.869995,167.500000,168.460007,133.965729,7332000
2011-05-06,169.029999,170.149994,168.240005,168.889999,134.908279,4839400
2011-05-09,168.389999,169.850006,168.309998,169.100006,135.076050,3594800
2011-05-10,169.250000,170.899994,169.220001,170.380005,136.098495,4934800
2011-05-11,170.300003,170.520004,167.820007,169.500000,135.395584,4663200
2011-05-12,169.649994,172.770004,168.649994,172.240005,137.584259,5138500
2011-05-13,171.699997,172.149994,169.440002,169.919998,135.731094,5167400
2011-05-16,169.809998,170.639999,168.309998,168.860001,134.884338,4662200
2011-05-17,167.850006,171.410004,166.529999,170.500000,136.194351,8773200
2011-05-18,170.100006,171.190002,169.460007,170.440002,136.146454,4154300
2011-05-19,170.860001,171.399994,169.320007,170.589996,136.266235,3538300
2011-05-20,170.399994,171.149994,169.380005,170.160004,135.922775,4869900
2011-05-23,168.580002,168.690002,167.070007,168.259995,134.405060,5144000
2011-05-24,168.500000,168.669998,167.509995,167.990005,134.189407,4643600
2011-05-25,167.630005,168.399994,167.509995,167.750000,133.997696,3882100
2011-05-26,167.460007,167.500000,165.899994,167.179993,133.542328,5771300
2011-05-27,167.910004,168.470001,167.000000,167.500000,133.797943,3277600
2011-05-31,168.440002,169.889999,167.820007,168.929993,134.940231,9123400
2011-06-01,168.899994,169.580002,166.500000,166.559998,133.047119,5134600
2011-06-02,166.440002,167.100006,165.710007,166.089996,132.671661,3854100
2011-06-03,164.300003,165.889999,164.130005,165.050003,131.840942,5230500
2011-06-06,164.759995,165.580002,164.270004,164.750000,131.601303,3619700
2011-06-07,165.110001,165.240005,163.610001,163.690002,130.754547,4187000
2011-06-08,163.270004,164.850006,163.259995,164.339996,131.273758,3850800
2011-06-09,165.009995,165.960007,164.759995,164.839996,131.673203,4299800
2011-06-10,164.570007,164.839996,162.869995,163.179993,130.347153,4683300
2011-06-13,164.440002,164.460007,162.729996,163.169998,130.339218,5099200
2011-06-14,163.869995,164.570007,163.649994,164.119995,131.098007,7050000
2011-06-15,162.750000,163.410004,161.520004,162.330002,129.668198,5225600
2011-06-16,162.059998,163.630005,161.779999,162.669998,129.939774,4861100
2011-06-17,164.240005,165.100006,163.580002,164.440002,131.353683,7149700
2011-06-20,163.699997,165.610001,163.589996,165.020004,131.816971,3956100
2011-06-21,165.199997,166.750000,164.000000,166.220001,132.775528,5387300
2011-06-22,165.589996,166.809998,165.100006,165.679993,132.344193,3960500
2011-06-23,164.059998,166.729996,163.800003,166.119995,132.695648,5271500
2011-06-24,165.850006,165.940002,164.570007,165.070007,131.856949,4402600
2011-06-27,165.740005,168.240005,165.210007,167.619995,133.893814,4446700
2011-06-28,168.330002,170.699997,168.009995,170.009995,135.802948,4850000
2011-06-29,170.610001,170.860001,169.820007,170.539993,136.226303,3817100
2011-06-30,171.110001,172.449997,170.750000,171.550003,137.033112,5105200
2011-07-01,171.610001,174.649994,171.490005,174.539993,139.421509,5181700
2011-07-05,173.520004,175.429993,173.520004,175.429993,140.132385,4586500
2011-07-06,175.190002,177.770004,175.089996,177.710007,141.953659,5885900
2011-07-07,176.779999,177.270004,176.119995,176.479996,140.971146,5905600
2011-07-08,175.490005,176.490005,175.009995,176.490005,140.979187,4399900
2011-07-11,174.899994,176.149994,174.610001,174.990005,139.780899,4766500
2011-07-12,174.929993,175.369995,173.889999,174.050003,139.030090,5036800
2011-07-13,174.899994,176.320007,174.000000,174.320007,139.245758,4074800
2011-07-14,174.399994,176.100006,173.839996,174.229996,139.173843,4613100
2011-07-15,175.080002,175.940002,174.070007,175.539993,140.220276,5347100
2011-07-18,174.729996,176.460007,173.580002,175.279999,140.012604,8879700
2011-07-19,178.740005,185.210007,178.649994,185.210007,147.944626,13245600
2011-07-20,183.839996,184.419998,183.000000,183.649994,146.698502,5901100
2011-07-21,183.589996,185.500000,182.899994,184.899994,147.696976,4958400
2011-07-22,184.639999,185.630005,184.259995,185.179993,147.920654,4516100
2011-07-25,183.889999,184.960007,183.279999,183.699997,146.738449,4987000
2011-07-26,182.940002,184.050003,182.649994,182.929993,146.123367,4356200
2011-07-27,182.009995,182.910004,180.929993,181.350006,144.861252,5806800
2011-07-28,181.059998,183.270004,180.880005,181.800003,145.220703,4478800
2011-07-29,180.259995,183.429993,179.729996,181.850006,145.260681,6665600
2011-08-01,182.600006,183.690002,178.500000,180.750000,144.381989,5842700
2011-08-02,179.949997,182.289993,177.860001,178.050003,142.225235,5770400
2011-08-03,177.669998,179.229996,175.410004,178.830002,142.848343,6722000
2011-08-04,176.500000,177.919998,171.179993,171.479996,136.977173,11022300
2011-08-05,172.100006,174.220001,166.520004,172.979996,138.175369,11871800
2011-08-08,168.830002,172.610001,166.000000,166.220001,133.353729,15804900
2011-08-09,167.460007,171.050003,162.000000,170.610001,136.875717,12517600
2011-08-10,168.179993,169.229996,161.850006,162.539993,130.401352,13993600
2011-08-11,164.100006,168.770004,162.940002,166.729996,133.762863,9175600
2011-08-12,168.500000,169.380005,165.830002,168.199997,134.942230,5187000
2011-08-15,171.320007,174.000000,170.389999,172.990005,138.785095,7645400
2011-08-16,172.190002,172.190002,169.000000,171.240005,137.381149,5585400
2011-08-17,171.570007,172.990005,169.889999,171.479996,137.573624,5129700
2011-08-18,166.320007,166.460007,160.160004,163.830002,131.436279,15082600
2011-08-19,162.169998,163.940002,157.130005,157.539993,126.389992,14068600
2011-08-22,161.350006,161.679993,157.619995,158.979996,127.545258,7249100
2011-08-23,160.649994,164.589996,159.529999,164.320007,131.829407,6923300
2011-08-24,164.130005,166.830002,163.350006,166.759995,133.786942,6427000
2011-08-25,167.520004,168.529999,164.850006,165.580002,132.840256,6751600
2011-08-26,164.850006,169.330002,163.279999,169.139999,135.696396,6438200
2011-08-29,170.580002,172.720001,170.360001,172.619995,138.488251,5293400
2011-08-30,172.059998,173.509995,170.880005,172.509995,138.399994,4477700
2011-08-31,173.289993,173.720001,170.710007,171.910004,137.918625,6074200
2011-09-01,172.710007,173.679993,170.119995,170.330002,136.651047,5463900
2011-09-02,167.690002,168.929993,166.000000,166.979996,133.963425,4979100
2011-09-06,163.059998,165.550003,162.199997,165.110001,132.463226,5761200
2011-09-07,167.279999,167.899994,166.160004,167.309998,134.228195,6796600
2011-09-08,167.000000,169.580002,165.100006,165.250000,132.575516,6027200
2011-09-09,164.570007,165.190002,160.809998,161.369995,129.462662,6743900
2011-09-12,160.039993,162.440002,158.759995,162.419998,130.305115,5247200
2011-09-13,163.639999,163.919998,161.539993,163.429993,131.115387,4723800
2011-09-14,164.009995,169.660004,161.990005,167.240005,134.171997,6980700
2011-09-15,168.639999,170.160004,167.229996,170.089996,136.458511,5464400
2011-09-16,171.330002,172.990005,169.740005,172.990005,138.785095,11048100
2011-09-19,169.500000,173.869995,169.429993,173.130005,138.897446,4755600
2011-09-20,173.570007,177.429993,172.699997,174.720001,140.173065,6209600
2011-09-21,175.000000,177.669998,172.619995,173.020004,138.809174,7043100
2011-09-22,168.330002,169.970001,166.500000,168.619995,135.279144,8195600
2011-09-23,166.990005,169.539993,165.759995,169.339996,135.856796,5586600
2011-09-26,170.960007,174.699997,169.860001,174.509995,140.004532,6745700
2011-09-27,176.820007,179.619995,176.429993,177.710007,142.571854,7638800
2011-09-28,177.970001,180.750000,177.080002,177.550003,142.443451,7732200
2011-09-29,179.690002,180.910004,175.529999,179.169998,143.743118,6944300
2011-09-30,176.009995,178.270004,174.750000,174.869995,140.293381,7807400
2011-10-03,174.360001,177.919998,173.039993,173.289993,139.025772,9042600
2011-10-04,171.539993,175.070007,168.880005,174.740005,140.189087,9200000
2011-10-05,174.570007,177.300003,172.679993,176.850006,141.881866,5851700
2011-10-06,176.809998,181.990005,175.660004,181.690002,145.764847,7180900
2011-10-07,182.320007,183.720001,181.639999,182.389999,146.326462,6842600
2011-10-10,183.000000,186.630005,182.899994,186.619995,149.720062,5784800
2011-10-11,184.589996,186.000000,184.110001,185.000000,148.420364,5330500
2011-10-12,186.080002,188.000000,185.649994,186.119995,149.318939,5338200
2011-10-13,184.970001,187.500000,184.500000,186.820007,149.880524,4399200
2011-10-14,188.190002,190.529999,187.729996,190.529999,152.856964,5368200
2011-10-17,189.710007,190.160004,185.899994,186.589996,149.695984,8790300
2011-10-18,178.000000,179.380005,176.250000,178.899994,143.526550,15729400
2011-10-19,179.679993,179.809998,177.009995,177.389999,142.315063,6708300
2011-10-20,178.130005,179.240005,176.169998,177.250000,142.202805,7513800
2011-10-21,179.110001,181.669998,178.750000,181.630005,145.716782,8054200
2011-10-24,181.509995,183.389999,180.619995,182.250000,146.214111,5890600
2011-10-25,181.660004,182.970001,180.009995,180.360001,144.697861,5373100
2011-10-26,181.740005,182.279999,179.029999,181.970001,145.989487,5387700
2011-10-27,184.990005,187.000000,183.179993,185.880005,149.126419,7057800
2011-10-28,185.570007,188.070007,185.279999,187.449997,150.385956,5009800
2011-10-31,185.589996,186.910004,184.630005,184.630005,148.123550,4710000
2011-11-01,181.550003,183.259995,180.740005,181.350006,145.492081,5881200
2011-11-02,184.000000,185.250000,183.029999,183.919998,147.553940,4136600
2011-11-03,185.130005,187.779999,184.020004,187.300003,150.265640,4953500
2011-11-04,186.270004,187.139999,184.740005,186.380005,149.527481,3237600
2011-11-07,186.220001,187.729996,184.750000,187.320007,150.281616,3530800
2011-11-08,187.479996,187.880005,185.509995,187.250000,150.829376,4330600
2011-11-09,184.199997,185.240005,181.160004,182.240005,146.793839,5494800
2011-11-10,183.580002,184.770004,181.869995,183.350006,147.687988,3881600
2011-11-11,185.270004,187.830002,185.139999,187.380005,150.934128,3665300
2011-11-14,189.169998,189.839996,186.850006,187.350006,150.909943,6038600
2011-11-15,187.490005,189.970001,185.639999,188.750000,152.037674,4585300
2011-11-16,187.820007,189.899994,186.300003,186.619995,150.321945,4616800
2011-11-17,186.809998,188.830002,183.389999,185.729996,149.605042,5840500
2011-11-18,186.710007,186.970001,184.660004,185.240005,149.210358,4440900
2011-11-21,183.369995,183.960007,180.000000,181.479996,146.181671,5145100
2011-11-22,182.220001,182.979996,180.289993,181.309998,146.044769,4178600
2011-11-23,180.669998,181.490005,177.520004,177.949997,143.338257,4800900
2011-11-25,178.009995,179.559998,177.059998,177.059998,142.621414,2232800
2011-11-28,182.710007,182.929993,180.669998,182.210007,146.769714,4524200
2011-11-29,182.020004,183.309998,180.839996,180.940002,145.746719,3661600
2011-11-30,184.570007,188.350006,184.210007,188.000000,151.433517,7836800
2011-12-01,187.009995,189.990005,186.770004,189.449997,152.601517,4858800
2011-12-02,189.919998,191.330002,189.449997,189.660004,152.770615,4962200
2011-12-05,191.179993,193.610001,190.380005,190.839996,153.721130,5699400
2011-12-06,190.649994,193.529999,190.320007,192.940002,155.412674,4144900
2011-12-07,191.990005,194.899994,191.279999,194.050003,156.306732,5081700
2011-12-08,192.479996,193.800003,191.070007,191.580002,154.317215,4369000
2011-12-09,192.910004,194.869995,192.399994,194.559998,156.717575,4847900
2011-12-12,193.639999,193.899994,191.220001,192.179993,154.800507,3796100
2011-12-13,193.460007,194.300003,190.639999,191.149994,153.970825,5008400
2011-12-14,189.839996,190.279999,188.000000,188.720001,152.013489,5057700
2011-12-15,190.479996,191.199997,186.889999,187.479996,151.014648,4474500
2011-12-16,188.009995,188.009995,181.910004,183.570007,147.865158,11849400
2011-12-19,184.509995,184.690002,182.250000,182.889999,147.317383,5039900
2011-12-20,185.500000,187.330002,184.759995,187.240005,150.821320,4740100
2011-12-21,183.220001,183.500000,179.039993,181.470001,146.173615,9282500
2011-12-22,182.710007,182.800003,181.000000,182.039993,146.632751,5052000
2011-12-23,183.110001,184.850006,181.889999,184.750000,148.815643,3052300
2011-12-27,184.970001,185.850006,184.389999,184.949997,148.976746,2775200
2011-12-28,185.190002,185.399994,183.339996,183.990005,148.203522,2872000
2011-12-29,184.070007,186.229996,184.009995,186.179993,149.967499,2941600
2011-12-30,186.330002,186.479996,183.850006,183.880005,148.114868,3530900
2012-01-03,186.729996,188.710007,186.000000,186.300003,150.064163,5646000
2012-01-04,185.570007,186.330002,184.940002,185.539993,149.451981,4346700
2012-01-05,184.809998,185.029999,183.100006,184.660004,148.743149,4463100
2012-01-06,184.389999,184.479996,182.309998,182.539993,147.035507,4897100
2012-01-09,182.199997,182.270004,180.270004,181.589996,146.270233,5201200
2012-01-10,183.229996,183.720001,181.199997,181.309998,146.044769,5161000
2012-01-11,180.729996,182.809998,180.500000,182.320007,146.858261,4110800
2012-01-12,181.860001,181.910004,178.380005,180.550003,145.432587,6881000
2012-01-13,179.479996,179.610001,177.350006,179.160004,144.312912,5279200
2012-01-17,180.360001,182.000000,179.320007,180.000000,144.989563,6003400
2012-01-18,179.830002,181.600006,179.500000,181.070007,145.851440,4600600
2012-01-19,181.789993,182.360001,180.350006,180.520004,145.408401,8567200
2012-01-20,185.770004,188.970001,184.750000,188.520004,151.852356,12849700
2012-01-23,187.910004,190.520004,187.669998,189.979996,153.028336,5751700
2012-01-24,188.630005,192.300003,188.520004,191.929993,154.599136,5345700
2012-01-25,191.330002,192.240005,189.610001,191.729996,154.438004,4359700
2012-01-26,191.789993,192.789993,190.470001,190.979996,153.833893,4004700
2012-01-27,190.009995,191.770004,189.809998,190.460007,153.415054,3360400
2012-01-30,189.389999,192.729996,188.220001,192.500000,155.058228,4359000
2012-01-31,193.089996,193.100006,191.000000,192.600006,155.138809,4826800
2012-02-01,193.210007,194.809998,192.410004,192.619995,155.154922,5088800
2012-02-02,192.720001,193.330002,191.330002,191.529999,154.276901,3907300
2012-02-03,192.929993,194.130005,192.539993,193.639999,155.976532,4521700
2012-02-06,192.479996,193.759995,192.000000,192.820007,155.316025,3639800
2012-02-07,192.449997,194.139999,191.970001,193.350006,155.742905,3433000
2012-02-08,192.779999,193.580002,191.729996,192.949997,156.025970,3803800
2012-02-09,193.029999,194.460007,192.550003,193.130005,156.171509,3876400
2012-02-10,191.759995,192.429993,191.279999,192.419998,155.597351,3391100
2012-02-13,193.309998,193.690002,191.740005,192.619995,155.759094,2458800
2012-02-14,191.759995,192.600006,190.830002,192.220001,155.435623,3398100
2012-02-15,192.309998,193.440002,191.259995,192.250000,155.459900,4020900
2012-02-16,192.610001,193.250000,192.000000,193.020004,156.082520,3525500
2012-02-17,193.710007,193.860001,192.300003,193.419998,156.406036,3746500
2012-02-21,193.729996,194.240005,192.460007,193.389999,156.381744,3293600
2012-02-22,193.029999,194.740005,192.750000,193.869995,156.769882,3275800
2012-02-23,193.869995,199.229996,193.279999,197.610001,159.794159,8032700
2012-02-24,198.380005,198.559998,196.610001,197.759995,159.915466,3353200
2012-02-27,196.779999,198.710007,196.100006,197.529999,159.729477,3758400
2012-02-28,197.750000,198.960007,197.429993,197.979996,160.093369,3167400
2012-02-29,197.860001,199.169998,196.449997,196.729996,159.082581,5117100
2012-03-01,197.229996,198.470001,196.929993,197.529999,159.729477,3560300
2012-03-02,197.100006,198.889999,197.059998,198.809998,160.764587,3727400
2012-03-05,198.360001,201.190002,198.300003,200.660004,162.260529,6938000
2012-03-06,199.139999,199.639999,196.809998,197.259995,159.511154,5214700
2012-03-07,198.089996,198.570007,197.309998,197.770004,159.923553,3346900
2012-03-08,199.240005,199.990005,198.649994,199.809998,161.573181,3145800
2012-03-09,199.979996,201.100006,199.720001,200.619995,162.228180,3178200
2012-03-12,200.929993,201.570007,200.229996,201.000000,162.535446,3119700
2012-03-13,201.720001,203.899994,201.610001,203.779999,164.783447,4866000
2012-03-14,203.779999,205.149994,203.639999,204.720001,165.543564,4602300
2012-03-15,204.940002,206.179993,204.740005,206.000000,166.578644,3621100
2012-03-16,207.029999,207.520004,206.009995,206.009995,166.586700,9637000
2012-03-19,205.710007,206.529999,204.500000,205.720001,166.352188,3763200
2012-03-20,204.740005,205.000000,203.699997,204.250000,165.163513,3695100
2012-03-21,204.320007,205.770004,204.300003,204.690002,165.519348,3329900
2012-03-22,204.000000,205.990005,203.960007,205.490005,166.166199,3307800
2012-03-23,205.889999,205.960007,204.559998,205.479996,166.158157,3036200
2012-03-26,206.449997,207.919998,206.320007,207.770004,168.009918,3418200
2012-03-27,208.460007,208.660004,207.000000,207.179993,167.532822,2704500
2012-03-28,207.440002,208.690002,206.270004,207.289993,167.621750,3265700
2012-03-29,206.089996,208.500000,206.020004,208.270004,168.414200,3403700
2012-03-30,208.740005,209.119995,208.009995,208.649994,168.721512,3215200
2012-04-02,208.960007,209.690002,208.089996,209.470001,169.384613,3387900
2012-04-03,209.309998,210.690002,208.539993,209.500000,169.408844,4091500
2012-04-04,206.220001,206.979996,205.190002,206.050003,166.619049,4404000
2012-04-05,205.149994,205.679993,204.460007,205.470001,166.150040,3809000
2012-04-09,204.399994,206.169998,203.369995,204.940002,165.721497,3326900
2012-04-10,204.940002,205.740005,202.169998,202.330002,163.610916,4132900
2012-04-11,203.990005,204.320007,202.460007,202.580002,163.813110,3366200
2012-04-12,202.800003,205.559998,202.639999,205.320007,166.028763,2929600
2012-04-13,204.320007,204.649994,202.800003,202.800003,163.990982,3767000
2012-04-16,204.740005,205.970001,202.720001,202.720001,163.926315,3826600
2012-04-17,204.570007,207.639999,204.149994,207.449997,167.751129,6065500
2012-04-18,202.429993,204.070007,200.000000,200.130005,161.831955,10153500
2012-04-19,200.029999,201.259995,197.520004,199.509995,161.330566,5762900
2012-04-20,199.830002,200.119995,199.089996,199.600006,161.403336,4758200
2012-04-23,197.889999,199.100006,196.789993,198.619995,160.610886,3618800
2012-04-24,199.059998,202.479996,198.869995,200.000000,161.726852,5626300
2012-04-25,202.020004,203.690002,201.800003,203.570007,164.613663,4003400
2012-04-26,203.399994,206.210007,203.399994,205.580002,166.239014,3302700
2012-04-27,206.470001,208.169998,205.910004,206.809998,167.233597,3496900
2012-04-30,206.710007,207.960007,206.320007,207.080002,167.451935,2773200
2012-05-01,207.179993,208.929993,206.710007,208.000000,168.195831,2715900
2012-05-02,206.970001,208.270004,206.910004,208.059998,168.244400,2360300
2012-05-03,208.270004,208.919998,206.550003,207.240005,167.581299,2826600
2012-05-04,206.470001,207.110001,204.399994,204.990005,165.761932,4023600
2012-05-07,203.960007,204.770004,202.899994,203.750000,164.759201,3373400
2012-05-08,202.440002,203.059998,199.720001,201.479996,163.606094,3881500
2012-05-09,199.990005,203.000000,199.059998,201.229996,163.403107,3742500
2012-05-10,201.000000,203.250000,200.020004,200.600006,162.891571,3830500
2012-05-11,199.960007,202.119995,199.949997,201.169998,163.354370,2391500
2012-05-14,199.919998,200.710007,198.559998,199.440002,161.949585,3029200
2012-05-15,199.440002,201.470001,198.759995,199.039993,161.624786,2987400
2012-05-16,199.419998,201.350006,198.179993,199.729996,162.185089,5001000
2012-05-17,199.669998,200.789993,197.639999,197.889999,160.690979,5626300
2012-05-18,198.779999,198.779999,195.160004,195.880005,159.058792,5737100
2012-05-21,195.979996,197.929993,194.630005,197.759995,160.585434,3831700
2012-05-22,198.039993,198.259995,196.059998,196.820007,159.822098,3567100
2012-05-23,195.529999,196.490005,193.199997,196.119995,159.253693,4100000
2012-05-24,195.990005,196.279999,194.000000,196.089996,159.229294,3569300
2012-05-25,195.110001,196.000000,194.000000,194.300003,157.775833,2901900
2012-05-29,195.220001,198.080002,195.220001,196.460007,159.529770,3618500
2012-05-30,194.800003,195.470001,193.770004,194.529999,157.962570,3602500
2012-05-31,194.100006,194.929993,192.000000,192.899994,156.638977,9287500
2012-06-01,190.119995,191.720001,188.600006,189.080002,153.537064,5206400
2012-06-04,188.339996,189.380005,187.000000,188.539993,153.098587,4624500
2012-06-05,187.919998,189.850006,187.559998,189.199997,153.634476,3556500
2012-06-06,190.779999,194.000000,190.020004,193.990005,157.524109,3641300
2012-06-07,195.279999,195.830002,193.940002,194.440002,157.889481,3701100
2012-06-08,193.710007,195.139999,192.699997,195.139999,158.457886,2479200
2012-06-11,196.600006,196.699997,192.369995,192.509995,156.322311,3273300
2012-06-12,192.139999,194.669998,192.139999,194.550003,157.978821,3023700
2012-06-13,194.360001,195.190002,192.350006,193.100006,156.801376,3247700
2012-06-14,193.000000,195.830002,192.740005,195.100006,158.425430,3585000
2012-06-15,196.080002,199.270004,195.399994,199.100006,161.673523,6389000
2012-06-18,197.570007,199.639999,197.169998,198.289993,161.015793,3378900
2012-06-19,198.830002,199.990005,198.800003,198.929993,161.535477,3297600
2012-06-20,198.699997,199.740005,197.500000,198.779999,161.413651,3378200
2012-06-21,199.070007,199.449997,193.190002,193.389999,157.036865,4316600
2012-06-22,193.869995,194.880005,193.220001,193.699997,157.288589,8823000
2012-06-25,192.479996,193.389999,191.679993,192.860001,156.606522,3211600
2012-06-26,193.539993,193.679993,190.750000,191.949997,155.867554,3435900
2012-06-27,192.139999,193.699997,190.899994,193.000000,156.720215,2762700
2012-06-28,191.229996,192.080002,188.899994,191.399994,155.420959,3967300
2012-06-29,194.550003,195.809998,192.410004,195.580002,158.815201,5259600
2012-07-02,196.360001,197.199997,194.850006,195.830002,159.018219,2827000
2012-07-03,195.460007,196.339996,194.910004,195.929993,159.099396,1450400
2012-07-05,194.880005,196.850006,193.630005,195.289993,158.579712,2690200
2012-07-06,193.919998,193.940002,189.740005,191.410004,155.429092,4952900
2012-07-09,190.759995,191.000000,188.050003,189.669998,154.016174,3988100
2012-07-10,190.300003,191.139999,185.600006,186.259995,151.247147,4690300
2012-07-11,186.220001,187.360001,183.509995,185.250000,150.427048,5456100
2012-07-12,184.250000,184.389999,181.850006,183.089996,148.673019,4931300
2012-07-13,183.460007,186.330002,183.029999,186.009995,151.044144,3933000
